City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
446,Noyabrsk,RU,63.1994,75.4507,54.23,74,92,3.04,overcast clouds
447,Vao,NC,-22.6667,167.4833,69.33,68,44,13.96,scattered clouds
448,Pasni,PK,25.2631,63.471,81.32,89,100,11.56,moderate rain
449,Marsh Harbour,BS,26.5412,-77.0636,83.14,72,72,14.05,broken clouds
450,Kaeo,NZ,-35.1,173.7833,57.42,85,59,19.51,broken clouds
451,Tabriz,IR,38.08,46.2919,67.46,56,20,13.8,few clouds
452,Corn Island,NI,12.1694,-83.0418,81.36,72,56,5.32,broken clouds
453,Munteni Buzau,RO,44.6333,26.9833,67.98,39,28,3.38,scattered clouds
454,Road Town,VG,18.4167,-64.6167,84.24,79,40,11.5,scattered clouds
455,Muravlenko,RU,63.7898,74.523,53.31,67,56,4.38,broken clouds
456,Carai,BR,-17.1889,-41.6947,58.03,94,41,3.85,scattered clouds
457,Ishigaki,JP,24.3448,124.1572,86.13,84,20,3.44,few clouds
458,Zomba,MW,-15.386,35.3188,54.36,81,54,2.93,broken clouds
459,Waddan,LY,29.1614,16.139,79.86,40,0,5.44,clear sky
460,Hobyo,SO,5.3505,48.5268,74.75,85,4,21.97,clear sky
461,Sibu,MY,2.3,111.8167,75.51,94,40,2.3,scattered clouds
462,Namibe,AO,-15.1961,12.1522,61.29,86,5,8.3,clear sky
463,Sao Miguel Do Tapuio,BR,-5.5036,-41.3233,74.05,40,92,5.41,overcast clouds
464,Beisfjord,NO,68.3751,17.5988,57.04,88,60,6.08,broken clouds
465,Avera,US,33.194,-82.5271,87.85,57,97,7.72,overcast clouds
466,Cockburn Town,TC,21.4612,-71.1419,81.88,85,36,22.93,scattered clouds
467,Talaya,RU,61.3833,152.75,70.45,36,10,7.52,clear sky
468,Porbandar,IN,21.6422,69.6093,82.17,80,100,15.7,overcast clouds
469,Sechura,PE,-5.5569,-80.8222,67.28,79,27,15.79,scattered clouds
470,Kirakira,SB,-10.4544,161.9205,84.2,73,52,9.42,broken clouds
471,Touros,BR,-5.1989,-35.4608,74.14,78,70,14.16,broken clouds
472,Itarema,BR,-2.9248,-39.9167,77.92,75,65,13.49,broken clouds
473,Puerto Cabezas,NI,14.0351,-83.3888,84.16,79,40,4.61,scattered clouds
474,Banjarmasin,ID,-3.3244,114.591,77.14,81,90,2.66,overcast clouds
475,Hirado,JP,33.3597,129.5531,77.99,76,12,4.72,few clouds
476,Lahij,YE,13.1667,44.5833,88.66,43,99,2.59,overcast clouds
477,Yarmouth,US,41.7057,-70.2286,79.27,91,89,4.0,overcast clouds
478,Kushima,JP,31.4583,131.2333,85.12,77,7,0.63,clear sky
479,Zhaozhou,CN,45.6833,125.3167,78.08,77,83,8.9,broken clouds
480,Itoman,JP,26.1247,127.6694,86.02,84,20,10.36,few clouds
481,Camacha,PT,33.0833,-16.3333,67.42,94,40,17.27,scattered clouds
482,Hofn,IS,64.2539,-15.2082,51.46,86,73,2.95,broken clouds
483,Tsabong,BW,-26.0217,22.401,60.76,36,43,14.07,scattered clouds
484,Qui Nhon,VN,13.7667,109.2333,80.29,79,100,4.74,overcast clouds
485,Novoagansk,RU,61.9449,76.6625,57.25,78,95,5.08,overcast clouds
486,Liberal,US,37.0431,-100.921,96.04,15,85,10.02,overcast clouds
487,Machaneng,BW,-23.1862,27.4886,52.66,85,0,6.78,clear sky
488,Cradock,ZA,-32.1642,25.6192,46.38,46,0,5.86,clear sky
489,Kodinsk,RU,58.6881,99.1844,57.2,98,100,4.29,light rain
490,Veraval,IN,20.9,70.3667,81.75,80,100,15.84,overcast clouds
491,Tocopilla,CL,-22.092,-70.1979,61.02,76,27,7.34,scattered clouds
492,Husavik,IS,66.0449,-17.3389,48.88,83,100,1.07,overcast clouds
493,Vardo,NO,70.3705,31.1107,53.58,87,100,10.36,overcast clouds
494,Sakmara,RU,51.9844,55.3338,64.42,84,61,3.94,broken clouds
495,Iracoubo,GF,5.4802,-53.2011,78.85,85,96,7.92,overcast clouds
496,Seinajoki,FI,62.7945,22.8282,64.24,89,100,9.22,overcast clouds
497,Isoka,ZM,-10.1606,32.6335,54.99,84,59,0.78,broken clouds
498,General Pico,AR,-35.6566,-63.7568,59.72,90,100,8.05,light rain
499,Bosaso,SO,11.2842,49.1816,90.3,37,7,22.88,clear sky
500,Mill Valley,US,37.906,-122.545,80.91,82,25,5.01,scattered clouds
501,Chapais,CA,49.7834,-74.8492,56.98,95,100,10.83,overcast clouds
502,Vilhena,BR,-12.7406,-60.1458,77.22,44,0,5.75,clear sky
503,El Cobre,CU,20.0489,-75.9469,77.0,84,68,1.57,broken clouds
504,Havoysund,NO,70.9963,24.6622,52.03,91,100,12.15,light rain
505,Santa Rosa,PH,14.3122,121.1114,85.08,80,99,2.46,overcast clouds
506,Baishishan,CN,43.5833,127.5667,72.5,91,99,2.17,overcast clouds
507,Natchez,US,31.5604,-91.4032,87.89,56,89,4.34,overcast clouds
508,Yerbogachen,RU,61.2767,108.0108,70.23,80,54,10.25,broken clouds
509,Namatanai,PG,-3.6667,152.4333,82.27,75,30,8.63,light rain
510,Markivka,UA,49.5229,39.5705,61.77,92,100,4.32,overcast clouds
511,Panjakent,TJ,39.4952,67.6093,79.43,24,0,6.11,clear sky
512,Havre-Saint-Pierre,CA,50.2334,-63.5986,62.96,100,100,10.36,mist
513,Tingi,TZ,-11.3,35.0333,56.53,76,16,2.57,few clouds
514,Moranbah,AU,-22.0016,148.0466,65.95,67,0,2.89,clear sky
515,Muyezerskiy,RU,63.9333,31.65,59.85,70,99,5.64,overcast clouds
516,Ventspils,LV,57.3894,21.5606,62.53,94,0,6.91,clear sky
517,Korla,CN,41.7597,86.1469,79.59,30,18,5.86,few clouds
518,Dharchula,IN,29.85,80.5333,71.02,92,86,1.16,overcast clouds
519,Burns Lake,CA,54.2331,-125.7533,74.62,39,4,5.88,clear sky
520,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,73.4,98,63,2.39,broken clouds
521,Ranfurly,NZ,-45.1333,170.1,44.11,92,100,6.78,overcast clouds
522,Rawatbhata,IN,24.9333,75.5833,76.06,94,100,7.81,moderate rain
523,Alofi,NU,-19.0595,-169.9187,76.89,57,75,13.8,broken clouds
524,Balkhash,KZ,46.844,74.9804,70.14,44,73,11.48,broken clouds
525,Maningrida,AU,-12.0667,134.2667,75.65,58,15,12.59,few clouds
526,Quelimane,MZ,-17.8786,36.8883,63.97,93,17,3.56,light rain
527,Longido,TZ,-2.7333,36.6833,58.1,80,28,7.25,scattered clouds
528,Agadir,MA,30.4202,-9.5982,75.65,41,33,4.0,scattered clouds
529,Abucay,PH,14.7667,120.4833,80.85,82,97,1.79,overcast clouds
530,Totma,RU,59.9747,42.7642,59.25,97,94,5.3,overcast clouds
531,Santiago De Cao,PE,-7.9589,-79.2392,60.93,88,75,10.36,fog
532,Murray Bridge,AU,-35.1167,139.2667,54.12,61,9,15.95,clear sky
533,Honningsvag,NO,70.9821,25.9704,51.55,100,100,2.3,overcast clouds
534,Odessa,UA,46.4775,30.7326,71.35,53,0,7.38,clear sky
535,Gazimurskiy Zavod,RU,51.5461,118.3266,67.46,87,96,7.94,moderate rain
536,Berdigestyakh,RU,62.0989,126.6992,76.78,58,63,7.74,broken clouds
537,Majholi,IN,23.5,79.9167,75.18,92,99,1.79,overcast clouds
538,Buluang,PH,13.3068,123.3425,83.08,80,98,3.47,overcast clouds
539,Port Moresby,PG,-9.4431,147.1797,81.82,78,20,11.5,few clouds
540,Kailua,US,21.4022,-157.7394,84.07,66,20,7.0,few clouds
541,Praia Da Vitoria,PT,38.7333,-27.0667,75.76,88,75,2.21,broken clouds
542,Ahuimanu,US,21.4447,-157.8378,83.79,64,15,7.0,few clouds
543,Gao,ML,16.6362,1.637,94.59,32,60,13.87,broken clouds
544,Wukari,NG,7.85,9.7833,73.04,92,100,6.82,overcast clouds
545,Aljezur,PT,37.3191,-8.8033,66.92,77,0,10.96,clear sky
546,Pathein,MM,16.7833,94.7333,79.25,89,72,1.41,broken clouds
547,Hovd,MN,48.0056,91.6419,58.05,40,2,3.78,clear sky
548,Abu Zabad,SD,12.35,29.25,78.4,64,83,8.12,broken clouds
549,Yoichi,JP,43.2039,140.7703,73.35,72,0,4.81,clear sky
550,Aktau,KZ,43.65,51.2,70.38,73,0,12.33,clear sky
551,Riyadh,SA,24.6877,46.7219,93.34,19,80,8.99,broken clouds
552,Gorey,IE,52.6747,-6.2925,51.24,91,63,8.5,broken clouds
553,Changqing,CN,36.5575,116.7272,76.14,83,100,6.11,overcast clouds
554,Aklera,IN,24.4167,76.5667,74.79,93,100,6.2,overcast clouds
555,Warrnambool,AU,-38.3833,142.4833,51.46,68,100,24.63,overcast clouds
556,Nouadhibou,MR,20.931,-17.0347,69.35,91,1,13.71,clear sky
557,Sidi Ali,DZ,36.0998,0.4206,80.53,38,23,1.61,few clouds
558,Dali,CN,25.7,100.1833,62.74,92,85,4.23,overcast clouds
559,Markova,UA,48.6758,24.4138,57.49,71,0,4.76,clear sky
560,Bjorkelangen,NO,59.8848,11.5694,60.01,89,98,8.75,overcast clouds
561,Murud,IN,18.3258,72.965,79.03,83,99,5.32,overcast clouds
562,Asyut,EG,27.181,31.1837,84.18,20,0,4.9,clear sky
563,Beaverlodge,CA,55.2166,-119.4361,72.9,50,66,6.26,broken clouds
564,Glendive,US,47.1053,-104.7125,89.22,33,0,8.01,clear sky
565,Yumen,CN,40.2833,97.2,74.23,37,76,5.12,broken clouds
566,Lebork,PL,54.5392,17.7501,73.92,60,100,3.6,light rain
567,Sirnak,TR,37.5228,42.4594,69.12,20,0,6.08,clear sky
568,Severo-Yeniseyskiy,RU,60.3725,93.0408,54.1,97,98,3.0,overcast clouds
569,Calvinia,ZA,-31.4707,19.776,49.21,33,0,9.4,clear sky
570,Challans,FR,46.8436,-1.8749,62.96,81,11,12.06,few clouds
571,Anadyr,RU,64.75,177.4833,48.7,76,20,6.71,few clouds
572,Grindavik,IS,63.8424,-22.4338,50.47,87,75,5.75,broken clouds
573,Chipinge,ZW,-20.1883,32.6236,50.94,92,56,3.8,broken clouds
574,Petaluma,US,38.2324,-122.6367,86.31,55,0,8.05,clear sky
575,Olga,RU,43.7444,135.2892,77.47,68,5,2.39,clear sky
576,Bulgan,MN,48.8125,103.5347,54.61,88,98,3.36,light rain
577,Maymyo,MM,22.0333,96.4667,68.4,90,77,1.41,broken clouds
578,Lata,PT,40.1629,-8.3327,59.07,97,1,2.82,clear sky
579,Buraydah,SA,26.326,43.975,88.16,18,47,7.36,scattered clouds
580,Wanaka,NZ,-44.7,169.15,39.11,96,100,1.01,overcast clouds
581,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,73.89,80,23,11.52,light rain
582,Awjilah,LY,29.1081,21.2869,83.75,24,0,13.65,clear sky
583,Yenagoa,NG,4.9247,6.2642,73.54,96,100,4.41,light rain
584,Kroya,ID,-7.6331,109.2461,71.11,82,89,4.09,overcast clouds
585,Abrau-Dyurso,RU,44.69,37.59,69.26,85,71,4.85,light rain
586,Sovetskaya,RU,44.7769,41.1722,61.57,88,89,5.97,overcast clouds
587,Talnakh,RU,69.4865,88.3972,56.21,76,81,4.32,broken clouds
588,Emerald,AU,-23.5333,148.1667,63.34,80,0,3.76,clear sky
589,Lagoa,PT,39.05,-27.9833,73.63,90,0,9.53,clear sky
590,Dong Hoi,VN,17.4833,106.6,80.19,69,84,2.71,broken clouds
591,Lavrentiya,RU,65.5833,-171.0,41.38,85,100,18.01,overcast clouds
592,Margate,GB,51.3813,1.3862,64.9,69,72,5.99,broken clouds
593,Dingle,PH,10.9995,122.6711,80.91,85,79,3.87,broken clouds
594,Yaan,NG,7.3833,8.5667,72.43,94,100,6.15,overcast clouds
595,Xining,CN,36.6167,101.7667,61.86,56,35,2.04,scattered clouds
596,Pedernales,DO,18.0384,-71.744,84.74,64,11,12.39,few clouds
597,Parry Sound,CA,45.3501,-80.033,62.74,75,5,9.53,clear sky
598,Pasighat,IN,28.0667,95.3333,76.71,97,94,0.85,overcast clouds
599,Shache,CN,38.4167,77.2406,73.71,25,14,7.47,few clouds
600,Swan River,CA,52.1058,-101.2676,58.28,88,100,4.61,overcast clouds
601,Dir,PK,35.2058,71.8756,70.27,91,56,0.58,broken clouds
602,Qafqafa,JO,32.3483,35.9395,65.79,58,0,4.54,clear sky
603,Cerro Cama,PA,9.03,-79.905,78.22,98,100,0.67,overcast clouds
604,Walvis Bay,NA,-22.9575,14.5053,54.09,94,63,4.56,broken clouds
605,Ixtapa,MX,20.7,-105.2,85.23,77,96,3.0,overcast clouds
606,Careiro Da Varzea,BR,-3.2003,-59.8119,79.88,64,64,2.55,broken clouds
607,Mason City,US,43.1536,-93.201,73.38,78,92,0.4,overcast clouds
608,Novyye Burasy,RU,52.1324,46.0714,59.95,89,77,3.15,broken clouds
609,Goksun,TR,38.021,36.4973,57.16,67,0,6.62,clear sky
610,Batagay-Alyta,RU,67.8006,130.4114,71.91,51,32,0.92,scattered clouds
611,Loandjili,CG,-4.7561,11.8578,70.41,92,39,3.4,scattered clouds
612,Puruandiro,MX,20.0833,-101.5,63.9,88,98,3.98,overcast clouds
613,Inta,RU,66.0317,60.1659,47.17,87,100,18.88,light rain
614,Voskevan,AM,41.1202,45.0653,56.95,69,0,4.85,clear sky
615,Fugen,AT,47.35,11.85,67.64,77,100,2.26,moderate rain
616,Kuybyshevo,RU,47.8123,38.9073,63.68,87,84,3.13,light rain
617,Gat,IL,31.61,34.7642,78.4,69,0,1.12,clear sky
618,Gazanjyk,TM,39.2446,55.5154,80.2,54,91,4.54,overcast clouds
619,Mathathane,BW,-22.2687,28.7495,54.34,87,6,6.69,clear sky
620,Aloleng,PH,16.1307,119.7824,83.39,73,99,6.46,overcast clouds
621,Asau,RO,46.4333,26.4,63.95,93,14,3.49,few clouds
622,Raudeberg,NO,61.9875,5.1352,56.95,82,97,19.73,overcast clouds
623,Tambo,PE,-14.8,-73.9167,35.65,57,40,1.57,scattered clouds
624,Gornopravdinsk,RU,60.05,69.9,60.35,98,63,3.02,light rain
625,Taoudenni,ML,22.6783,-3.9836,99.28,11,1,10.25,clear sky
626,Orsha,BY,54.5153,30.4053,56.35,95,30,5.46,scattered clouds
627,Luganville,VU,-15.5333,167.1667,82.63,74,12,5.84,few clouds
628,Noumea,NC,-22.2763,166.4572,75.18,99,84,8.34,broken clouds
629,Mumford,GH,5.2618,-0.759,73.99,92,87,9.28,overcast clouds
630,Mae Sai,TH,20.4335,99.8762,74.3,90,13,1.16,few clouds
631,Magdagachi,RU,53.45,125.8,77.41,57,73,4.0,broken clouds
632,Mareeba,AU,-17.0,145.4333,72.48,79,0,4.9,clear sky
633,Mercedes,AR,-34.6515,-59.4307,61.65,98,100,10.51,overcast clouds
634,Ligayan,PH,4.6533,119.4706,82.65,77,89,6.71,overcast clouds
635,Tazovskiy,RU,67.4667,78.7,49.87,81,100,11.86,overcast clouds
636,Manjo,CM,4.8428,9.8217,68.94,99,100,0.54,light rain
637,Villarrica,PY,-25.75,-56.4333,72.01,59,0,6.06,clear sky
638,Redmond,US,47.674,-122.1215,92.32,50,4,10.0,clear sky
639,Puerto Ayacucho,VE,5.6639,-67.6236,73.33,94,92,2.64,overcast clouds
640,Naron,ES,43.5167,-8.1528,66.6,93,5,1.99,clear sky
641,Baturaja,ID,-4.1333,104.1667,72.79,98,99,1.88,overcast clouds
642,Dolgorukovo,RU,52.3195,38.3453,61.03,97,97,6.22,overcast clouds
643,Fort-Shevchenko,KZ,44.5086,50.263,76.66,67,2,12.75,clear sky
644,Bossangoa,CF,6.4926,17.4552,69.13,98,89,3.89,light rain
645,Khani,GE,41.9563,42.9566,53.17,85,1,4.12,clear sky
646,Porto Murtinho,BR,-21.6989,-57.8825,78.89,32,3,5.75,clear sky
647,Tongchuan,CN,35.0806,109.0897,75.02,81,2,3.33,clear sky
648,Laramie,US,41.3114,-105.5911,83.95,26,39,1.99,scattered clouds
649,Balkanabat,TM,39.5108,54.3671,82.83,56,98,5.06,overcast clouds
650,Ayagoz,KZ,47.9714,80.4392,59.56,41,0,9.44,clear sky
651,Stokmarknes,NO,68.5646,14.9108,57.18,82,100,5.75,overcast clouds
652,Bintulu,MY,3.1667,113.0333,75.92,93,100,4.83,overcast clouds
653,Manado,ID,1.487,124.8455,81.37,78,20,1.14,few clouds
654,Zupanja,HR,45.0775,18.6975,70.29,39,0,4.38,clear sky
655,Sena Madureira,BR,-9.0656,-68.6569,79.72,64,92,1.07,overcast clouds
656,Nova Ushytsya,UA,48.8372,27.2743,56.86,74,0,1.74,clear sky
657,Mgandu,TZ,-5.95,34.1333,57.83,74,2,9.22,clear sky
658,Innisfail,AU,-17.5333,146.0333,70.63,74,98,6.71,overcast clouds
659,Guasdualito,VE,7.2424,-70.7324,73.65,96,74,0.56,broken clouds
660,Port Macquarie,AU,-31.4333,152.9167,63.63,63,5,5.86,clear sky
661,Tarakan,ID,3.3,117.6333,79.38,81,100,5.17,overcast clouds
662,Praya,CV,14.9215,-23.5087,79.63,85,96,3.94,overcast clouds
663,Kargat,RU,55.1956,80.2811,59.95,80,56,5.3,broken clouds
664,Necochea,AR,-38.5473,-58.7368,52.27,92,100,16.89,overcast clouds
665,San Quintin,MX,30.4833,-115.95,72.19,70,1,11.83,clear sky
666,Flin Flon,CA,54.7682,-101.865,73.24,38,100,14.97,overcast clouds
667,Qandala,SO,11.472,49.8728,88.09,51,52,6.49,broken clouds
668,Daru,PG,-9.0763,143.2092,76.86,87,100,15.05,overcast clouds
669,Columbus,US,39.9612,-82.9988,78.33,62,0,6.91,clear sky
670,Inhambane,MZ,-23.865,35.3833,60.42,85,0,7.7,clear sky
671,Mehamn,NO,71.0357,27.8492,51.75,100,75,0.0,broken clouds
672,Kargasok,RU,59.0556,80.8572,57.87,85,100,6.02,overcast clouds
